Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2020-000171,1/17/2020,2:19:00 PM,SCHULICH SCHOOL OF BUSINESS,Emergency Medical,Slip\Trip\Fall,Security responded to a report that a community member sustained an ankle injury while descending a stairway. First aid was provided on scene. EMS was declined.
2020-000172,1/17/2020,3:13:00 PM,GLENDON COLLEGE - PARKING LOT B,Motor Vehicle Incident,Fail to Remain,Complainant reported their vehicle was struck and damaged while parked in the lot.
2020-000178,1/17/2020,3:19:00 PM,YORK LIONS STADIUM,"Theft, Under $5000",University Property,Complainant reported the theft of a roll of artificial turf from a fourth floor hallway.
2020-000175,1/17/2020,3:57:00 PM,FIRST STUDENT CENTRE,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report of a community member in distress. EMS transported the individual to hospital for further medical care."
2020-000176,1/17/2020,4:36:00 PM,KEELE CAMPUS,Information,General Complaint\ Concern,A community member reported a concerning post on social media regarding several unauthorized posters observed at the Keele campus.
2020-000180,1/17/2020,11:09:00 PM,GLENDON COLLEGE - GLENDON HALL,Smoking Complaint,Caution Issued,A Security patrol responded to investigate a local smoke alarm activation. The source of the smoke was determined to be individuals smoking inside a basement level office. One community member was identified and cautioned.
2020-000181,1/18/2020,12:02:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a community member who arrived home and was concerned there may be an unauthorized person inside their apartment. The apartment was checked and all appeared to be in order.
2020-000183,1/18/2020,9:35:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Disturbance, Causing",Loitering,"A Security patrol discovered evidence of individuals loitering in several stairwells. Garbage, discarded cigarette and marijuana butts, beverage containers were strewn throughout the stairwell on the fourth and fifth floors. The Work Control Centre was notified."
2020-000184,1/18/2020,2:29:00 PM,SCOTT LIBRARY,"Mischief, Under $5000",University Property,Security responded to a report of several unauthorized stickers affixed to the walls on the third floor. Library Facilities was notified.
2020-000186,1/18/2020,9:48:00 PM,CALUMET RESIDENCE,Emergency Medical,Injury,"Security, Residence Life staff and EMS responded to a report that a community member struck their head on the wall and was feeling ill. EMS transported the individual to hospital for further medical care."
2020-000187,1/19/2020,12:45:00 PM,PASSY RESIDENCE,Information,General Complaint\ Concern,Complainant reported clothing items and refrigerator contents appeared to have been tampered with while their apartment was unattended for several weeks. There was no evidence of forced entry. Housing Services was notified.
2020-000188,1/19/2020,2:27:00 PM,340 ASSINIBOINE ROAD RESIDENCE,Motor Vehicle Incident,Collision \No Injuries,Security responded to a report that a university snow removal vehicle struck the parking equipment located in the driveway. No injuries were reported. Parking Services was notified.
2020-000190,1/19/2020,6:43:00 PM,PASSY RESIDENCE,Harassment,General,Complainant reported ongoing harassment by an unknown male community member.
2020-000191,1/20/2020,12:32:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered evidence of individuals loitering inside a stairwell. The Work Control Centre was notified.
2020-000192,1/20/2020,1:18:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,Custodial staff reported unknown persons defecated and urinated in the cafe dining area.
2020-000193,1/20/2020,8:44:00 AM,"HEALTH, NURSING and ENVIRONMENTAL STUDIES",Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2020-000194,1/20/2020,9:38:00 AM,KEELE CAMPUS RESIDENCE,Harassment,Criminal\ Stalking,A community member reported ongoing harassment by a known non-community member.
2020-000195,1/20/2020,10:27:00 AM,VARI HALL,Emergency Medical,Slip\Trip\Fall,Security responded to a report that a community member slipped and fell on the stairs inside a lecture hall. The community member sustained a wrist and head injury. EMS was declined and the individual was escorted to the medical centre for further care.
2020-000198,1/20/2020,11:46:00 AM,VANIER COLLEGE,Information,Health & Safety Concern,Security responded to check on the well- being of a community member who reported they were experiencing symptoms of anxiety. Medical care was declined and the individual was provided with information on community resources and campus services.
2020-000197,1/20/2020,1:03:00 PM,MCLAUGHLIN COLLEGE,Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. The source of the smoke was determined to be unknown individuals smoking inside a stairwell. Upon arrival, the area was vacant."
2020-000200,1/20/2020,5:24:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Fraud,Parking Related,Complainant reported a vehicle tailgated behind another vehicle and exited the garage without making payment for parking. A licence plate number was obtained. Parking Enforcement was notified.
2020-000201,1/20/2020,5:53:00 PM,ACCOLADE EAST,Emergency Medical,Injury,Security and EMS responded to a report of a community member with a knee injury. EMS transported the individual to hospital for further medical care.
2020-000202,1/20/2020,7:00:00 PM,SCOTT LIBRARY,Domestic Dispute,Community Member,"Security, Toronto Police and EMS responded to a report that a community member was involved in a domestic dispute with a non-community member. No injuries were reported. The involved parties were directed to part ways for the remainder of the night."
2020-000204,1/21/2020,12:33:00 PM,"HEALTH, NURSING and ENVIRONMENTAL STUDIES","Theft, Under $5000",University Property,Security responded to a report that university signage had been stolen from a first floor hallway. The Work Control Centre was notified.
2020-000203,1/21/2020,1:25:00 PM,LASSONDE BUILDING,Information,Health & Safety Concern,A community member reported being struck by a piece of falling ice. The community member attended a medical centre and no injures were reported. The Work Control Centre was notified.
2020-000205,1/21/2020,3:21:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the fourth floor.
2020-000210,1/21/2020,5:38:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the fourth floor.
2020-000211,1/21/2020,8:35:00 PM,FIRST STUDENT CENTRE,"Mischief, Under $5000",University Property,A security patrol discovered drywall damaged on the fourth floor. The Work Control Centre was notified.
2020-000212,1/22/2020,12:59:00 AM,FOUNDERS COLLEGE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering inside a first floor classroom. The individual was identified as a previously trespassed non-community member and was escorted off campus.
2020-000213,1/22/2020,9:41:00 AM,SCOTT LIBRARY,"Mischief, Under $5000",University Property,Complainant reported several unauthorized stickers on the fifth floor. The stickers were removed.
2020-000215,1/22/2020,11:35:00 AM,WINTERS COLLEGE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a stairwell. The individual was identified as a previously trespassed non-community member and escorted off campus.
2020-000214,1/22/2020,11:45:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report of a community member experiencing difficulty breathing. EMS assessed the individual on scene. Further medical care at a hospital was declined and the community member attended the York Lanes Medical Centre for further care."
2020-000217,1/22/2020,1:23:00 PM,CENTRAL SQUARE,"Theft, Under $5000",Private Property,Complainant reported the theft of food items from the cafeteria. A description of the suspect was obtained.
2020-000216,1/22/2020,1:38:00 PM,BEHAVIOURAL SCIENCE BUILDING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a stairwell. The individual was identified as a previously trespassed non-community member and escorted off campus.
2020-000221,1/22/2020,2:45:00 PM,GOLDFARB CENTRE FOR FINE ARTS,Emergency Medical,Sudden Illness,Security and EMS responded to a report that a community member was feeling faint. EMS assessed the individual on scene. Further medical care was declined.
2020-000218,1/22/2020,2:56:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Damage,University Property,Complainant reported a damaged parking gate arm. The cause of the damage was not determined. Parking Services was notified.
2020-000219,1/22/2020,3:40:00 PM,SCOTT LIBRARY,Emergency Medical,Sudden Illness,Security responded to a report of a community member experiencing a sudden illness. EMS was declined and the individual was escorted to the York Lanes medical centre for further care.
2020-000220,1/22/2020,4:21:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a cellular phone from the first floor charging station.
2020-000222,1/22/2020,4:26:00 PM,SCOTT LIBRARY,"Theft, Under $5000",Private Property,Complainant reported the theft of a laptop computer left unattended on the fifth floor.
2020-000223,1/22/2020,5:30:00 PM,MCLAUGHLIN COLLEGE,Emergency Medical,Sudden Illness,"Security, Toronto Police and EMS responded to a report that a community member became ill after they consumed an excessive quantity of medication. Upon arrival, the individual was conscious and coherent. EMS transported the individual to hospital for further medical care."
2020-000224,1/22/2020,5:40:00 PM,VARI HALL,Information,Health & Safety Concern,Toronto Police requested assistance in locating a community member who was reported to be in distress. Toronto Police located the individual and determined all was in order.
