Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2021-000147,1/20/2021,8:33:00 PM,90 ATKINSON ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-000149,1/21/2021,10:58:00 AM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member loitering in the building. He was identified and directed to leave the building.
2021-000148,1/21/2021,11:31:00 AM,CENTRAL SQUARE,"Disturbance, Causing",Loitering,A Security patrol encountered a known non-community member asleep in the West bear pit. The individual was identified and escorted off campus.
2021-000150,1/21/2021,3:07:00 PM,YORK LANES OFFICES,Hazardous Substance,Found Drug Paraphernalia,A Security patrol discovered discarded drug paraphernalia inside a third floor washroom. The items were safely disposed of.
2021-000152,1/21/2021,3:33:00 PM,FOUNDERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000153,1/21/2021,5:37:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering in the mall without a face covering. The individual was directed to leave the building.
2021-000154,1/21/2021,9:40:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000155,1/21/2021,11:18:00 PM,YORK LANES OFFICES,Information,Health & Safety Concern,"Security responded to check on the well- being of an unknown female who was reported to be in distress. The individual, identified only as a non-community member advised all was in order and left campus."
2021-000156,1/22/2021,5:02:00 AM,90 ATKINSON ROAD RESIDENCE,Fire Alarm,Malfunction,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction.
2021-000157,1/22/2021,8:45:00 AM,EXECUTIVE LEARNING CENTRE,Emergency Medical,Sudden Illness,"Security and EMS responded to a report of an unknown male in distress. The male, identified as a non-community member advised he was under the influence of a narcotic. Toronto Police transported the individual to hospital for further medical care."
2021-000159,1/22/2021,5:56:00 PM,90 ATKINSON ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-000160,1/23/2021,1:03:00 AM,FOUNDERS RESIDENCE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member experiencing a sudden illness. EMS assessed the individual on scene. Further medical care was declined.
2021-000161,1/23/2021,3:09:00 AM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male inside a third floor office area. The individual was directed to leave the building.
2021-000163,1/24/2021,12:59:00 PM,WINTERS COLLEGE,"Mischief, Under $5000",University Property,Security responded to a report of damage to a mural located in the first floor hallway.
2021-000164,1/24/2021,3:29:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,"Security responded to a smoking complaint. Upon arrival, a previously trespassed non-community member was encountered on the second floor. The individual was identified and directed to leave campus."
2021-000167,1/25/2021,4:36:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2021-000168,1/25/2021,11:43:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep in the west vestibule. The individual was identified as a previously trespassed non-community member and directed to leave campus.
2021-000169,1/25/2021,1:01:00 PM,BEHAVIOURAL SCIENCE BUILDING,Fire Alarm,Unknown Cause,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was not determined."
2021-000170,1/25/2021,4:07:00 PM,MCLAUGHLIN COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2021-000171,1/25/2021,10:12:00 PM,VANIER LANE,"Disturbance, Causing",Loitering,A Security patrol encountered a known non-community member loitering on campus. The individual was identified and directed to leave campus.
2021-000173,1/26/2021,1:12:00 PM,BEHAVIOURAL SCIENCE BUILDING,Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2021-000174,1/26/2021,3:41:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2021-000175,1/26/2021,3:46:00 PM,FOUNDERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2021-000177,1/27/2021,1:29:00 PM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep in the west bear pit. The male was identified as a previously trespassed non-community member and directed to leave campus.
2021-000178,1/27/2021,4:54:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door was secured.
2021-000179,1/27/2021,5:58:00 PM,SCHULICH SCHOOL OF BUSINESS,"Theft, Under $5000",University Property,Complainant reported the theft of computer equipment from the first floor retail store. There was no evidence of forced entry.
2021-000180,1/27/2021,7:31:00 PM,COLONNADE,"Mischief, Under $5000",Private Property,A Security patrol discovered a damaged pay telephone located in the south Colonnade.
2021-000183,1/28/2021,8:39:00 AM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and directed to leave campus.
2021-000182,1/28/2021,10:54:00 AM,VARI HALL,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member asleep inside a lecture hall. The individual was identified and directed to leave campus.
2021-000187,1/28/2021,11:56:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,"Security responded to a report of an unknown male panhandling inside the mall. The individual, identified as a previously trespassed non-community member was cautioned and escorted off campus."
2021-000186,1/28/2021,12:46:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering in the first floor elevator lobby. The male was identified as a previously trespassed non-community member and directed to leave campus.
2021-000185,1/28/2021,1:53:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,Security responded to a report of deliberate damage to a parking lot kiosk. Evidence of an attempted forced entry was observed.
2021-000189,1/28/2021,9:24:00 PM,90 ATKINSON ROAD RESIDENCE,Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. Upon arrival, an odour of cannabis was evident in the ninth floor hallway."
2021-000188,1/28/2021,9:53:00 PM,CURTIS LECTURE HALLS,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a stairwell. The individual was identified and directed to leave campus.
2021-000190,1/29/2021,12:45:00 AM,PASSY RESIDENCE,Fire Alarm,Malfunction,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction.
2021-000191,1/29/2021,11:01:00 AM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that was delivered and left unattended in the mail room.
2021-000192,1/29/2021,12:37:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2021-000194,1/29/2021,6:44:00 PM,PARKING LOT - FOUNDERS ROAD EAST VISITORS,Suspicious Vehicle,Subject not Identified,"A Security patrol observed two vehicles parked in a suspicious manner in the parking lot. Upon approach, several individuals were observed inside the vehicles and an odour of cannabis was emanating from the vicinity. Licence plates were obtained."
2021-000195,1/29/2021,7:38:00 PM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and escorted off campus.
2021-000199,1/30/2021,9:20:00 PM,FOUNDERS RESIDENCE,Disorderly Behaviour,Unauthorized Activities,Security and Residence Life staff responded to a report that a resident permitted a non-community member to enter the residence. The male was identified and escorted out of the building.
2021-000200,1/30/2021,10:46:00 PM,WINTERS RESIDENCE,Disorderly Behaviour,Unauthorized Activities,Security and Residence Life staff responded to a report that a resident permitted two non-community members to enter the residence and stay in their room. The males refused to provide identification and left the building.
2021-000203,1/31/2021,12:18:00 AM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member asleep in a first floor hallway. The individual was identified and directed to leave campus.
